Tweet_Text
†Monitoring the terrible situation in Florida. Just spoke to Governor Scott. Thoughts and prayers for all. Stay safe!
†Statement on International Holocaust Remembrance Day: https://t.co/KjU0MOxCHk
†Statement on House Passage of Kate's Law and No Sanctuary for Criminals Act. https://t.co/uPRy9XgK5A
"†Today, I signed the Global War on Terrorism War Memorial Act (#HR873.) The bill authorizes....cont èhttps://t.co/c3zIkdtowc https://t.co/re6n0MS0cj"
†I encourage everyone in the path of #HurricaneHarvey to heed the advice & orders of their local and state officials. https://t.co/N6uEWCZUrv
"†Just arrived at Camp David, where I am monitoring the path and doings of Hurricane Harvey (as it strengthens to a Class 3). 125 MPH winds!"
"†This is a storm of enormous destructive power, and I ask everyone in the storm's path to heed ALL instructions from government officials. https://t.co/nJfM2Sdme1"
†#NeverForget https://t.co/rmQ1a5bDon
"†""President Donald J. Trump Proclaims October 9, 2017, as #ColumbusDay"" https://t.co/cbQRst4lN4"
"†National Pearl Harbor Remembrance Day - ""A day that will live in infamy!""ù December 7, 1941"
